CookerStat, GenerateAssetRegistry=0.020925, Initialize=0.129085, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_0, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Levels/CityLv.umap, AutoPackageBackupDelegate=1.213472, FlushAsyncLoading=0.006709, FlushStreamingFunc=4.427545, BlockTillAllRequestsFinished=0.009868, ResetLoadersForSaveUnMarkAllObjects=2.363779, TagPackageExports=0.211589, BeginCacheForCookedPlatformData=0.002369, SerializeImports=1.880601, GatherLocalizableTextData=2.356671, MarkNames=0.027634, SerializeSummary=0.350539, SerializeNames=0.113297, SerializeGatherableTextData=0.001576, BuildExportMap=0.272382, SortExportsNonSeekfree=0.383303, SortExportsSeekfreeConstructor=0.623710, SortExportsSeekfreeInner=6.616842, SortExportsSeekfree=0.004344, BuildDependencyMap=0.350934, SerializeImportMap=0.014208, SerializeExportMap=0.011053, SerializeDependencyMap=0.002764, SerializeStringAssetReferenceMap=0.001576, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.341859, SerializeExports=0.685290, SerializeBulkData=0.014607, MoveFile=0.735424, UnaccountedTime=1.507957, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_11, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/M_VerticesLight.uasset, AutoPackageBackupDelegate=1.517035, FlushAsyncLoading=0.005923, FlushStreamingFunc=0.048947, BlockTillAllRequestsFinished=0.005133, ResetLoadersForSaveUnMarkAllObjects=0.180401, TagPackageExports=0.008687, BeginCacheForCookedPlatformData=0.001181, SerializeImports=0.442125, GatherLocalizableTextData=0.011053, MarkNames=0.005130, SerializeSummary=0.007503, SerializeNames=0.011448, SerializeGatherableTextData=0.001185, BuildExportMap=0.013027, SortExportsNonSeekfree=0.003945, SortExportsSeekfreeConstructor=0.060398, SortExportsSeekfreeInner=0.226192, SortExportsSeekfree=0.002369, BuildDependencyMap=0.006318, SerializeImportMap=0.065923, SerializeExportMap=0.018947, SerializeDependencyMap=0.001580, SerializeStringAssetReferenceMap=0.001974, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025265, SerializeExports=0.005130, SerializeBulkData=0.003554, MoveFile=0.784375, UnaccountedTime=0.057239, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_12, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/WireTests/M_CityWire.uasset, AutoPackageBackupDelegate=1.088727, FlushAsyncLoading=0.004344, FlushStreamingFunc=0.061583, BlockTillAllRequestsFinished=0.004735, ResetLoadersForSaveUnMarkAllObjects=0.147242, TagPackageExports=0.007104, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.374228, GatherLocalizableTextData=0.009473, MarkNames=0.004340, SerializeSummary=0.006713, SerializeNames=0.009868, SerializeGatherableTextData=0.000790, BuildExportMap=0.011448, SortExportsNonSeekfree=0.003159, SortExportsSeekfreeConstructor=0.006709, SortExportsSeekfreeInner=0.206061, SortExportsSeekfree=0.001974, BuildDependencyMap=0.004735, SerializeImportMap=0.045396, SerializeExportMap=0.015397, SerializeDependencyMap=0.000790, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020131, SerializeExports=0.004344, SerializeBulkData=0.002366, MoveFile=0.761874, UnaccountedTime=0.051316, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
MaterialTransactionIdC78355E44F2E3B43C7AAFE84B34CB17D_0, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ37764B1884E39E849292E1CBEB929EA12_Num_SM5__0___TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TDepthOnlyVS$3cfalse$3eC2F5948C7F8AEA8A2D3018421E1327B75B47588B1614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_FDepthOnlyPSAC45EDE87612F16A1839FDCCB56AC62B870566FE152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FHitProxyVS5C0034ED3664D7841C91925A723592E72A2B36DA152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FHitProxyPS4C4A0D45A86AB444F719FBBE7F5185DFF305E7E115542242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222220000440400001400000014000000140000001400000014000000_DepthNoPixelPipelineC2F5948C7F8AEA8A2D3018421E1327B75B47588B_DepthPipeline3FBB57267B283B61EA441F5FEF4D22B2E14D3F3C_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000F8E5B7CE373A744130DF27D50CBDF2D7E8C0DC230000000000000000000000000000000000000000, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
MaterialTransactionIdC78355E44F2E3B43C7AAFE84B34CB17D_1, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ35BF48BCA4D17250AB39539BC9011C383_Num_SM5__0___TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TDepthOnlyVS$3cfalse$3eC2F5948C7F8AEA8A2D3018421E1327B75B47588B1614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_FDepthOnlyPSAC45EDE87612F16A1839FDCCB56AC62B870566FE152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FHitProxyVS5C0034ED3664D7841C91925A723592E72A2B36DA152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FHitProxyPS4C4A0D45A86AB444F719FBBE7F5185DFF305E7E115542242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222220000440400001400000014000000140000001400000014000000_DepthNoPixelPipelineC2F5948C7F8AEA8A2D3018421E1327B75B47588B_DepthPipeline3FBB57267B283B61EA441F5FEF4D22B2E14D3F3C_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000F8E5B7CE373A744130DF27D50CBDF2D7E8C0DC230000000000000000000000000000000000000000, ShaderCompilation=2325.998291, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
MaterialTransactionIdC78355E44F2E3B43C7AAFE84B34CB17D_2, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ34D93DA8F45F59F29441F54A5AD8F507D_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000F8E5B7CE373A744130DF27D50CBDF2D7E8C0DC230000000000000000000000000000000000000000, ShaderCompilation=1620.645508, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
MaterialTransactionIdC78355E44F2E3B43C7AAFE84B34CB17D_3, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ36597165D44748BF59DD958B807D2D44E_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000F8E5B7CE373A744130DF27D50CBDF2D7E8C0DC230000000000000000000000000000000000000000, ShaderCompilation=1874.253540, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
MaterialTransactionIdC78355E44F2E3B43C7AAFE84B34CB17D_4, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3BDCEC527425EF887B0E430B2DF6E23AE_Num_SM5__0___TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D34224200000000058000040404040404040404040434343444443434343404040404040404040404343434040404044040404040404040404040404343434444434343434040404040404040404043434340404016101010101000424244444444444444424141414341414141413131414141444341444044444444444444414141414141414141434143414141414141414141414131314444414241444444414101010004443414341414141444444434341434444444404444444444444444444444444444444444444444444444444444444444444444444444444404010101010101010101010101010101010101010101010101210443434343444144444444444444440101010101010101010101010101301434143424141414244414130331313141444444440000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D00000008000000F8E5B7CE373A744130DF27D50CBDF2D7E8C0DC230000000000000000000000000000000000000000, ShaderCompilation=2035.093872, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_13, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Materials/M_City/Mi_VerticesLight_Ground.uasset, AutoPackageBackupDelegate=0.118427, FlushAsyncLoading=0.004344, FlushStreamingFunc=0.069082, BlockTillAllRequestsFinished=0.003945, ResetLoadersForSaveUnMarkAllObjects=0.126321, TagPackageExports=0.013422, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.354093, GatherLocalizableTextData=0.057239, MarkNames=0.005528, SerializeSummary=0.007894, SerializeNames=0.023291, SerializeGatherableTextData=0.001185, BuildExportMap=0.014998, SortExportsNonSeekfree=0.005528, SortExportsSeekfreeConstructor=0.006709, SortExportsSeekfreeInner=0.258170, SortExportsSeekfree=0.001580, BuildDependencyMap=0.005130, SerializeImportMap=0.003949, SerializeExportMap=0.003945, SerializeDependencyMap=0.000790, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.709123, SerializeExports=0.075001, SerializeBulkData=0.003554, MoveFile=0.716873, UnaccountedTime=0.810821, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_14, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Materials/M_City/Mi_VerticesLight_Buildings.uasset, AutoPackageBackupDelegate=0.125136, FlushAsyncLoading=0.004735, FlushStreamingFunc=0.023685, BlockTillAllRequestsFinished=0.002764, ResetLoadersForSaveUnMarkAllObjects=0.124741, TagPackageExports=0.015397, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.396725, GatherLocalizableTextData=0.069082, MarkNames=0.004739, SerializeSummary=0.008684, SerializeNames=0.022501, SerializeGatherableTextData=0.001185, BuildExportMap=0.014603, SortExportsNonSeekfree=0.005923, SortExportsSeekfreeConstructor=0.006314, SortExportsSeekfreeInner=0.261724, SortExportsSeekfree=0.002366, BuildDependencyMap=0.005133, SerializeImportMap=0.004344, SerializeExportMap=0.003554, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.775445, SerializeExports=0.069477, SerializeBulkData=0.003945, MoveFile=0.728317, UnaccountedTime=0.928458, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_15, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Materials/M_City/M_VerticesLight.uasset, AutoPackageBackupDelegate=0.387646, FlushAsyncLoading=0.011843, FlushStreamingFunc=0.214744, BlockTillAllRequestsFinished=0.013422, ResetLoadersForSaveUnMarkAllObjects=0.363175, TagPackageExports=0.307906, BeginCacheForCookedPlatformData=0.003949, SerializeImports=1.683619, GatherLocalizableTextData=1.945339, MarkNames=0.014607, SerializeSummary=0.011053, SerializeNames=0.075400, SerializeGatherableTextData=0.097502, BuildExportMap=0.077371, SortExportsNonSeekfree=0.088427, SortExportsSeekfreeConstructor=0.010263, SortExportsSeekfreeInner=0.791874, SortExportsSeekfree=0.003945, BuildDependencyMap=0.019740, SerializeImportMap=0.009473, SerializeExportMap=0.011053, SerializeDependencyMap=0.003949, SerializeStringAssetReferenceMap=0.002369, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.999203, SerializeExports=0.857007, SerializeBulkData=0.005528, MoveFile=1.136098, UnaccountedTime=1.349267, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_16, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Materials/M_City/Mi_CityWireBuilding.uasset, AutoPackageBackupDelegate=0.163823, FlushAsyncLoading=0.005528, FlushStreamingFunc=0.134610, BlockTillAllRequestsFinished=0.006314, ResetLoadersForSaveUnMarkAllObjects=0.171322, TagPackageExports=0.022501, BeginCacheForCookedPlatformData=0.001974, SerializeImports=0.598051, GatherLocalizableTextData=0.093557, MarkNames=0.007499, SerializeSummary=0.010658, SerializeNames=0.035528, SerializeGatherableTextData=0.001185, BuildExportMap=0.023291, SortExportsNonSeekfree=0.007894, SortExportsSeekfreeConstructor=0.009477, SortExportsSeekfreeInner=0.394356, SortExportsSeekfree=0.003159, BuildDependencyMap=0.007894, SerializeImportMap=0.005919, SerializeExportMap=0.005133, SerializeDependencyMap=0.001576, SerializeStringAssetReferenceMap=0.002369, SaveThumbNailsAssetRegistryDataWorldLevelInfo=14.318075, SerializeExports=0.117239, SerializeBulkData=0.004344, MoveFile=0.892930, UnaccountedTime=1.054384, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_17, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Materials/M_City/Mi_CityWire_Ground.uasset, AutoPackageBackupDelegate=0.136979, FlushAsyncLoading=0.004735, FlushStreamingFunc=0.043821, BlockTillAllRequestsFinished=0.003945, ResetLoadersForSaveUnMarkAllObjects=0.136979, TagPackageExports=0.018552, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.451989, GatherLocalizableTextData=0.081319, MarkNames=0.008687, SerializeSummary=0.010263, SerializeNames=0.030000, SerializeGatherableTextData=0.001185, BuildExportMap=0.019737, SortExportsNonSeekfree=0.006318, SortExportsSeekfreeConstructor=0.008684, SortExportsSeekfreeInner=0.328828, SortExportsSeekfree=0.002764, BuildDependencyMap=0.006709, SerializeImportMap=0.006318, SerializeExportMap=0.004735, SerializeDependencyMap=0.001580, SerializeStringAssetReferenceMap=0.001974, SaveThumbNailsAssetRegistryDataWorldLevelInfo=14.077272, SerializeExports=0.117242, SerializeBulkData=0.004340, MoveFile=0.933591, UnaccountedTime=1.094256, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
SavePackageTransactionIdC601C8DB473AC0C53BE1BDBE1B81FDCC_18, Filename=D:/_FAC/ENJMIN/Semestre_2/Panopticon/PanopticonGit/Panopticon/UnrealProject/Content/Materials/M_City/M_CityWire.uasset, AutoPackageBackupDelegate=0.138953, FlushAsyncLoading=0.004344, FlushStreamingFunc=0.105795, BlockTillAllRequestsFinished=0.004735, ResetLoadersForSaveUnMarkAllObjects=0.138164, TagPackageExports=0.122372, BeginCacheForCookedPlatformData=0.001580, SerializeImports=0.572786, GatherLocalizableTextData=1.535587, MarkNames=0.010263, SerializeSummary=0.007898, SerializeNames=0.052501, SerializeGatherableTextData=0.099871, BuildExportMap=0.053294, SortExportsNonSeekfree=0.078160, SortExportsSeekfreeConstructor=0.006709, SortExportsSeekfreeInner=0.524629, SortExportsSeekfree=0.002366, BuildDependencyMap=0.014212, SerializeImportMap=0.005923, SerializeExportMap=0.007104, SerializeDependencyMap=0.002369, SerializeStringAssetReferenceMap=0.001185, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.818984, SerializeExports=0.721213, SerializeBulkData=0.003554, MoveFile=0.821479, UnaccountedTime=0.825033, RunGuid=RunID604A3F764248B82F45BEC29CC5A8DCDA
